2026-08-01 14:58:26,970 | WARNING | PUSH2 used: __main__.fake_push2_call
2026-08-01 16:25:10,086 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:11,102 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:12,110 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:13,111 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:14,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:15,116 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:16,100 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:17,078 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:18,089 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:19,101 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:20,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:21,083 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:22,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:23,084 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:24,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:25,082 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:26,121 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:27,082 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:28,079 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:29,099 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:30,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:31,082 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:32,079 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:33,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:34,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:35,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:36,078 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:37,089 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:38,078 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:39,085 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:40,086 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:41,126 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:42,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:43,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:44,083 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:45,117 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:46,383 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:47,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:48,089 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:49,102 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:50,116 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:51,127 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:52,114 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:53,107 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:54,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:55,110 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:56,352 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:57,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:58,092 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:25:59,099 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:00,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:01,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:02,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:03,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:04,402 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:05,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:06,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:07,092 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:08,096 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:09,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:10,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:11,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:12,090 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:13,078 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:14,123 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:15,099 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:16,101 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:17,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:18,108 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:19,133 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:20,398 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:21,113 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:22,083 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:23,085 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:24,088 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:25,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:26,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:27,104 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:28,351 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:29,109 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:30,131 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:31,114 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:32,133 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:33,212 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:34,182 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:35,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:36,189 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:37,191 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:38,197 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:39,233 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:40,123 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:41,218 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:42,144 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:43,126 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:44,106 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:45,189 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:46,361 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:47,095 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:48,084 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:49,091 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:50,095 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:51,131 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:52,109 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:53,108 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:54,114 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:55,081 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:56,100 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:57,133 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:58,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:26:59,084 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:00,356 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:01,083 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:02,386 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:03,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:04,100 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:05,086 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:06,378 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:07,107 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:08,083 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:09,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:10,090 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:11,110 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:12,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:13,101 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:14,359 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:15,082 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:16,090 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:17,092 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:18,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:19,090 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:20,393 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:21,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:22,365 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:23,119 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:24,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:25,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:26,127 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:27,367 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:28,088 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:29,100 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:30,109 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:31,095 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:32,102 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:33,116 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:34,116 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:35,172 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:36,355 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:37,079 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:38,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:39,088 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:40,327 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:41,121 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:42,111 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:43,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:44,330 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:45,105 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:46,625 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:47,085 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:48,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:49,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:50,098 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:51,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:52,107 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:53,108 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:54,086 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:55,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:56,092 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:57,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:58,086 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:27:59,087 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:00,095 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:01,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:02,648 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:03,092 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:04,088 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:05,361 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:06,102 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:07,094 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:08,090 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:09,077 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:10,111 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:11,109 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:12,106 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:13,135 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:14,107 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:15,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:16,386 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:17,146 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:18,166 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:19,080 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:20,147 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:21,169 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:22,163 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:23,171 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:24,265 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:25,153 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:26,103 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:27,146 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:28,192 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:29,656 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:30,120 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:31,106 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:32,110 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:33,453 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:34,474 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:35,173 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:36,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:37,183 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:38,155 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:39,201 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:40,177 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:41,153 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:42,234 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:43,112 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:44,155 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:45,229 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:46,443 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:47,084 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:48,118 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:49,108 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:50,194 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:51,217 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:52,379 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:54,070 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:55,148 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:55,678 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:56,242 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:57,154 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:58,147 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:28:59,206 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:00,146 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:01,155 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:02,163 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:03,193 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:04,167 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:05,133 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:06,404 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:07,175 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:08,256 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:09,187 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:10,183 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:11,449 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:12,183 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:13,445 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:14,204 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:15,148 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:16,144 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:17,127 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:18,130 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:19,126 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:20,192 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:21,417 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:22,146 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:23,429 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:24,121 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:25,100 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:26,130 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:27,120 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:28,106 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:29,111 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:30,148 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:31,135 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:32,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:33,138 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:34,131 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:35,116 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:36,102 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:37,427 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:38,372 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:39,093 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:40,112 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:41,097 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:42,360 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:43,209 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:44,194 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:45,136 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:46,114 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:47,136 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
2026-08-01 16:29:48,088 | WARNING | PUSH2 used: stock_common.sc_datasource.get_em_quote_full
